input,target
generar pseudolatex: Polinomio grado 5 completo,VD + VDx^{5} + VDx^{3} + VDx^{4} + VDx + VDx^{2}
"generar pseudolatex: polinomio de grado seis, completo ordenado, de siete términos, una variable y coeficientes fraccionarios",VFx^{6} - VFx^{5} + VFx^{4} - VFx^{3} + VFx^{2} + VFx + VF
"generar pseudolatex: Sistema de ecuaciones con cuatro variables, dos ecuaciones y variables a,b,c y d. Las ecuaciones estan completas y desordenadas",\begin{cases} - VF.b - VF.a - VN.c - VN.d = VN \\- VN.b - VF.a + VN.d - VN.c = VF \end{cases}
"generar pseudolatex: Polinomio octavo grado, completo",VF + VFx + VFx^{2} + VFx^{3} + VFx^{4} + VFx^{5} + VFx^{6} + VFx^{7} + VFx^{8}
"generar pseudolatex: Polinomio de octavo grado completo, con nueve términos, está en orden",VRx^{8} + VRx^{7} + VRx^{6} + VRx^{5} + VRx^{4} + VRx^{3} + VRx^{2} + VRx + VR
generar pseudolatex: Polinomio de grado seis completo,- VF - VFx - VFx^{2} - VFx^{3} - VFx^{4} - VFx^{5} - VFx^{6}
generar pseudolatex: Polinomio de grado 1 y numeros negativos,- VRx - VR
"generar pseudolatex: Polinomio completo, de grado 7",- VC.x^{3} + VC.x^{2} + VC.x^{6} - VC + VC.x^{7} + VC.x^{4} - VC.x - VC.x^{5}
"generar pseudolatex: Polinomio con coeficientes complejo y naturales, de noveno grado e incompleto. Tiene cinco términos",- VC.z^{4} - VNz^{8} + VC.z^{6} - VNz^{9} + VN
generar pseudolatex: Polinomio completo de grado 5,VR + VRx + VRx^{2} + VRx^{3} + VRx^{4} + VRx^{5}
"generar pseudolatex: Polinomio de grado ocho completo, con coeficientes fraccionarios, con signos mixtos y en orden descendente",VFx^{8} - VFx^{7} - VFx^{6} + VFx^{5} - VFx^{4} - VFx^{3} + VFx^{2} - VFx - VF
generar pseudolatex: Polinomio de grado 10,VR + VRx + VRx^{2} - VRx^{3} - VRx^{4} - VRx^{5} + VRx^{6} - VRx^{7} - VRx^{8} + VRx^{9} + VRx^{10}
generar pseudolatex: Polinomio de grado 7,- VRx^{7} - VRx^{6} - VRx^{5} - VRx^{4} - VRx^{3} - VRx^{2} - VRx - VR
generar pseudolatex: Polinomio de grado cuatro con coeficientes negativos,- VNx^{3} - VN - VNx^{2} - VNx - VNx^{4}
generar pseudolatex: Polinomio de grado cinco incompleto con cinco términos,- VRx^{5} - VRx^{4} - VRx^{3} - VRx^{2} - VRx - VR
"generar pseudolatex: Es un polinomio de décimo grado, incompleto",VNx^{4} + VNx + VFx^{8} + VFx^{7} + VNx^{9} + VFx^{10} + VNx^{2} + VN + VFx^{5} + VNx^{6}
generar pseudolatex: Polinomio completo de coeficientes complejos negativos con parte imaginaria. El grado del polinomio es 4,- VC.x^{4} - VC.x^{3} - VC.x^{2} - VC.x - VC
generar pseudolatex: Polinomio de grado cinco incompleto,VFz^{5} + VNz^{2}
"generar pseudolatex: Polinomio de grado 7 completo, con ocho términos, con coeficiente principal (4/3), con coeficientes fraccionarios desordenados.",VFx^{3} + VF + VFx^{6} + VFx^{5} + VFx^{2} + VFx + VFx^{7} + VFx^{4}
"generar pseudolatex: Polinomio de grado 15 en indeterminada ""y"". El polinomio está incompleto y desordenado",VNy - VNy^{15} - VNy^{3} + VNy^{9}
generar pseudolatex: Polinomio completo de grado ocho y numeros enteros,VN + VNx + VNx^{2} + VNx^{3} + VNx^{4} + VNx^{5} + VNx^{6} + VNx^{7} + VNx^{8}
generar pseudolatex: Polinomio de grado cinco incompleto,- VNz^{5} - VC.z^{4} + VFz^{3} - VC
"generar pseudolatex: Polinomio de grado nueve incompleto desordenado, variable y, cinco términos, coeficiente principal -24",- VNy^{9} - VC.y^{7} - VNy^{2} + VNy^{3} - VNy
"generar pseudolatex: Polinomio de variable x, de grado uno y coeficientes imaginarios",VC + VC.x
generar pseudolatex: Sistema de tres ecuaciones con tres incógnitas de grado 1,\begin{cases} - VN.z + VF.y + VF.x = 0 \\- VF.y - VF.x - VN.z = 0 \\- VN.x + VF.y - VF.z = 0 \end{cases}
generar pseudolatex: sistema de tres ecuaciones con 4 variables en la cual no están ordenadas respectivamente cada una de ellas,\begin{cases} VF.d + VF.a + VN.b - VN.c = VN \\VN.d + VN.a - VN.b + VF.c = VN \\- VN.d + VF.a - VN.b - VF.c = VN \end{cases}
generar pseudolatex: Polinomios de grado 5 Coeficiente independiente 2/3 Polinomios completo. Cantidad de términos 5 Ordenado,VRx^{5} + VRx^{4} + VRx^{3} + VRx^{2} + VRx + VR
generar pseudolatex: Polinomio de grado uno completo con números decimales negativos,- VD - VDx
generar pseudolatex: polinomio de grado cuatro con cinco terminos,VNx^{4} + VNx^{3} + VNx^{2} + VNx - VN
generar pseudolatex: Polinomio de grado 5 Coeficientes decimales Coeficiente Independiente=5.8 seis términos,VDx^{5} + VDx^{4} + VDx^{3} + VDx^{2} + VDx + VD
"generar pseudolatex: Polinomio grado 3, completo",- VC - VC.x - VC.x^{2} + VC.x^{3}
generar pseudolatex: Polinomio completo de tercer grado con algunos coeficientes fraccionarios y otros decimales,VR + VRx + VRx^{2} + VRx^{3}
generar pseudolatex: polinomio grado siete completo con coeficientes racionales,- VFx^{5} - VFx - VF - VFx^{3} - VFx^{7} - VFx^{4} - VFx^{2} - VFx^{6}
generar pseudolatex: Polinomio séptimo grado desordenado completo,VDx^{3} - VDx^{7} - VDx^{6} - VDx^{2} + VDx - VDx^{4} + VD + VDx^{5}
generar pseudolatex: Polinomio de grado 4 con coeficientes negativos,- VNx^{3} - VN - VNx^{2} - VNx - VNx^{4}
"generar pseudolatex: un sistema de ecuaciones de 4 ecuaciones y 4 incógnitas (es decir, de 4x4) donde varios coeficientes de las variables son números enteros",\begin{cases} - VN.b + VN.a - VN.c = - VN.d + VN \\- VF.b + VF.c - VN.a = VN.d + VN \\- VN.d - VF.a = VN.c + VF.b + VF \\VF.c = VF.d - VN.a + VF.b + VN \end{cases}
generar pseudolatex: Un polinomio en indeterminada y de quinto grado. Solo le debe faltar el término de potencia 4,VNy^{2} + VNy^{3} - VFy - VF + VFy^{5}
generar pseudolatex: Polinomio de grado 6 completo,VNx^{6} + VNx^{5} + VNx^{4} + VNx^{3} + VNx^{2} + VNx + VN
generar pseudolatex: Polinomio de grado 5 con números complejos,VC.x^{4} + VC.x^{3} + VC + VC.x + VC.x^{2} + VC.x^{5}
generar pseudolatex: Polinomio de quinto grado con números complejos,VC.x^{4} + VC.x^{3} + VC + VC.x + VC.x^{2} + VC.x^{5}
"generar pseudolatex: polinomio de grado uno completo, con coeficiente principal -37 y termino independiente 24.",VR - VRx
generar pseudolatex: Polinomio de potencia mayor 8,VC.x^{8} + VC.x^{7} + VC.x^{6} + VC.x^{5} + VC.x^{4} + VC.x^{3} + VC.x^{2} + VC.x + VC
"generar pseudolatex: polinomio de grado 9, incompleto y con tres términos",- VFy^{5} - VN + VFy^{9}
generar pseudolatex: Polinomio complejo y completo desordenado de grado 5,VC.x^{2} + VC.x^{4} + VC.x + VC + VC.x^{3} + VC.x^{5}
"generar pseudolatex: Monomio con variable z, de grado 4 y coeficiente principal negativo y entero",- VNz^{4}
generar pseudolatex: Polinomio de sexto grado con variable X,- VRx^{6} + VRx^{5} + VRx^{4} - VRx^{3} - VRx^{2} - VRx + VR
generar pseudolatex: Polinomio completo de grado 6 con siete términos,VR + VRx + VRx^{2} + VRx^{3} + VRx^{4} + VRx^{5} + VRx^{6}
"generar pseudolatex: Polinomio lineal, completo con 2 términos",- VRx + VR
generar pseudolatex: Polinomio de grado uno con coeficiente principal tres y terminó independiente 30.7,VRx - VR
generar pseudolatex: Sistema de ecuaciones homogéneo,\begin{cases} VN.y + VF.x = 0 \\VF.y + VN.x = 0 \end{cases}
generar pseudolatex: polinomio de cuarto grado incompleto y desordenado donde el coeficiente que acompaña a la variable principal es un número racional,VNz^{2} + VFz^{4}
generar pseudolatex: Polinomio incompleto de grado diez con variable y,- VNy^{3} - VC + VC.y^{6} - VNy^{10} - VNy^{5} - VNy
generar pseudolatex: Sistema de ecuaciones con tres ecuaciones y tres incognitas,\begin{cases} VN.y - VN.x - VF.z = VN \\- VF.z + VN.x - VN.y = VF \\- VN.x - VF.z + VF.y = VF \end{cases}
generar pseudolatex: Polinomio de grado 2 completo,VR + VRx + VRx^{2}
generar pseudolatex: Polinomio de grado cuatro completo de 5 terminos,VD + VDx + VDx^{2} + VDx^{3} + VDx^{4}
"generar pseudolatex: Polinomio de grado cuatro, completo y desordenado",VC + VC.x^{2} - VC.x^{3} + VC.x - VC.x^{4}
generar pseudolatex: Polinomio de segundo grado de tres terminos. Su coeficiente principal es 2/13.,VF + VFx + VFx^{2}
"generar pseudolatex: binomio, grado 1, completo, coeficiente principal -1/4",- VFx - VF
generar pseudolatex: Polinomio grado 7 ordendo de forma de grado decreciente,- VFx^{7} - VFx^{6} - VFx^{5} - VFx^{4} - VFx^{3} - VFx^{2} - VFx - VF
generar pseudolatex: Polinomio de grado diez completo y en orden descendiente,- VRx^{10} - VRx^{9} - VRx^{8} - VRx^{7} - VRx^{6} - VRx^{5} - VRx^{4} - VRx^{3} - VRx^{2} - VRx - VR
generar pseudolatex: Polinomio de grado cinco completo,- VDx^{5} - VDx^{4} - VDx^{3} - VDx^{2} - VDx - VD
"generar pseudolatex: Sistema de 2 ecuaciones y 2 incógnitas, todas de grado uno usando algunos coeficientes fraccionarios",\begin{cases} VF.x + VN.y = 0 \\VN.x + VF.y = 0 \end{cases}
generar pseudolatex: Polinomio de cuarto grado incompleto. Posee números complejos en sus tres componentes.,- VC.y + VC.y^{3} - VC.y^{4}
"generar pseudolatex: Una expresión polinomica de grado 4, con coeficiente principal 38.3, coeficiente de tercer grado de 1.5, coeficiente de grado dos de 6.3, coeficiente grado uno de 13.1 y termino independiente de 4",VD - VDx^{2} - VDx^{3} + VDx - VDx^{4}
generar pseudolatex: Polinomio de cuarto grado completo,- VRx^{4} - VRx^{3} - VRx^{2} - VRx - VR
"generar pseudolatex: Sistema homogéneo de 3 ecuaciones y dos incógnitas (y,z)",\begin{cases} - VN.z = 0 \\VF.y - VF.z = 0 \\- VN.y + VF.z = 0 \end{cases}
generar pseudolatex: Polinomio complejo completo de grado 6,- VC.x^{2} - VC.x^{4} - VC - VC.x^{6} - VC.x^{3} - VC.x - VC.x^{5}
"generar pseudolatex: Sistema de ecuaciones de tres variables (x,y,z)",\begin{cases} - VF.x - VN.z - VF.y = VF \\- VN.y + VN.z - VN.x = VN \\VF.x - VN.y + VF.z = VN \end{cases}
generar pseudolatex: Un polinomio desordenado de octavo grado,VRx^{6} + VRx + VRx^{2} + VRx^{4} + VRx^{3} + VRx^{5} + VRx^{8} + VRx^{7} + VR
generar pseudolatex: Sistema de 3 ecuaciones con 3 incógnitas de grado 1,\begin{cases} - VN.z + VF.y + VF.x = 0 \\- VF.y - VF.x - VN.z = 0 \\- VN.x + VF.y - VF.z = 0 \end{cases}
"generar pseudolatex: Una expresión polinomica de grado 4, con coeficiente principal 38.3, coeficiente de grado 3 de 1.5, coeficiente de grado dos de 6.3, coeficiente grado 1 de 13.1 y termino independiente de 4",VD - VDx^{2} - VDx^{3} + VDx - VDx^{4}
generar pseudolatex: Sistema de 2 ecuaciones con 3 incognitas,\begin{cases} VN.x + VN.y + VN.z = VF \\- VN.z + VN.y - VF.x = VN \end{cases}
"generar pseudolatex: Sistema de ecuaciones conformado de dos ecuaciones. Ecuación 1 de una única variable, ecuación dos de dos variables",\begin{cases} VF.x = VF \\VF.x + VN.y = VF \end{cases}
generar pseudolatex: Sistema compuesto por dos ecuaciones lineales de cuatro incognitas,\begin{cases} - VN.b + VN.d - VN.a + VN.c = VN \\- VN.c + VF.d + VF.a - VF.b = VN \end{cases}
"generar pseudolatex: Polinomio de tercer grado completo. Posee 4 terminos, los terminos dos y 3 son negativos.",VD - VDx - VDx^{2} + VDx^{3}
"generar pseudolatex: Polinomio de grado ocho completo, con todos los coeficientes enteros negativos y pequeños. El orden del polinomio es ascendente en potencias",- VN - VNx - VNx^{2} - VNx^{3} - VNx^{4} - VNx^{5} - VNx^{6} - VNx^{7} - VNx^{8}
generar pseudolatex: Polinomio completo de octavo grado y numeros enteros,VN + VNx + VNx^{2} + VNx^{3} + VNx^{4} + VNx^{5} + VNx^{6} + VNx^{7} + VNx^{8}
"generar pseudolatex: Polinomio incompleto de grado diez sin término lineal, coeficientes negativos y valores grandes cercanos al 100",- VNx^{10} - VNx^{8} - VNx^{7} - VNx^{3} - VF
"generar pseudolatex: Polinomio de coeficientes decimales negativos, completo y de grado 3",- VD - VDx - VDx^{2} - VDx^{3}
generar pseudolatex: Polinomio de grado 5 completo,- VR - VRx - VRx^{2} - VRx^{3} - VRx^{4} - VRx^{5}
generar pseudolatex: Sistema de cuatro ecuaciones con cuatro incognitas,\begin{cases} VN.d + VN.c + VN.b - VN.a = 0 \\VN.d - VN.c - VN.b + VN.a = 0 \\- VF.d + VN.c - VN.b - VN.a = 0 \\VN.d - VN.c - VN.b + VF.a = 0 \end{cases}
generar pseudolatex: sistema de tres ecuaciones con dos incógnitas en cada una de ellas pero no necesariamente iguales entre sí las 3,\begin{cases} - VN.y + VN.z = VF \\- VN.x + VN.y = VN \\VN.y - VF.z = VN \end{cases}
"generar pseudolatex: Sistema de dos ecuaciones, una con una variable y dos términos, y otra con tres variables y 4 terminos",\begin{cases} VF.x = VN \\VF.x + VN.z + VF.y = VF \end{cases}
generar pseudolatex: Sistema de ecuaciones de dos ecuaciones  Con dos incógnitas,\begin{cases} - VN.x = VN \\- VF.x - VF.y = VF \end{cases}
generar pseudolatex: expresion polinomica de grado 5 con seis terminos,- VFx^{5} + VFx^{4} + VFx^{3} + VFx^{2} + VFx - VF
generar pseudolatex: Polinomio de grado 4,VRx^{4} + VRx^{3} + VRx^{2} + VRx + VR
generar pseudolatex: Polinomios completo de grado 6 y con coeficientes enteros,- VN - VNx + VNx^{2} + VNx^{3} + VNx^{4} - VNx^{5} - VNx^{6}
"generar pseudolatex: Una expresión polinomica de grado 4, con coeficiente principal 38.3, coeficiente de tercer grado de 1.5, coeficiente de segundo grado de 6.3, coeficiente primer grado de 13.1 y termino independiente de 4",VD - VDx^{2} - VDx^{3} + VDx - VDx^{4}
generar pseudolatex: Polinomio de grado cinco completo,VFx^{2} - VF + VFx^{5} + VFx^{3} + VFx - VFx^{4}
generar pseudolatex: Sistema de ecuaciones con 2 ecuaciones y cuatro incógnitas. Ambas ecuaciones están completas,\begin{cases} - VF.d - VF.b - VF.c - VN.a = VF \\VF.b + VN.a - VN.d - VN.c = VF \end{cases}
"generar pseudolatex: Polinomio de grado uno completo, con coeficientes racionales. Coeficiente principal 9/7 y término independiente 43.1",VRx + VR
generar pseudolatex: Un polinomio lineal de coeficientes decimales y completo,VD + VDx
generar pseudolatex: Polinomio desordenado de grado 9 con coeficientes positivos y negativos grandes y algunas fracciones,- VFx^{3} - VFx^{5} - VNx^{4} - VNx^{2} - VFx^{6} - VNx^{9} - VNx^{8} - VNx - VNx^{7}
"generar pseudolatex: Polinomio de grado 8 completo, con nueve términos, está en orden",VRx^{8} + VRx^{7} + VRx^{6} + VRx^{5} + VRx^{4} + VRx^{3} + VRx^{2} + VRx + VR
"generar pseudolatex: polinomio de grado 7, completo, ordenado de forma creciente y con 8 términos",- VR - VRx - VRx^{2} - VRx^{3} - VRx^{4} - VRx^{5} - VRx^{6} - VRx^{7}
"generar pseudolatex: Polinomio incompleto de grado 15 con indeterminada ""z"". Desordenado ",- VFz^{5} - VC.z^{9} - VC.z^{8} - VNz^{14} - VFz^{2} - VN - VFz^{11} + VFz - VNz^{10} - VNz^{7} + VNz^{6} + VNz^{4} - VNz^{15}
"generar pseudolatex: polinomio de grado uno, completo, con coeficientes enteros y negativos",- VN - VNx
generar pseudolatex: Polinomio de grado 8 con coeficientes negativos complejos. Está completo y en orden ascendente,- VC - VC.x - VC.x^{2} - VC.x^{3} - VC.x^{4} - VC.x^{5} - VC.x^{6} - VC.x^{7} - VC.x^{8}
"generar pseudolatex: Polinomio de grado 13 con coeficientes complejos, fraccionarios y naturales",VFy^{12} + VFy^{4} + VFy^{8} - VC - VFy^{10} - VFy - VC.y^{13} - VNy^{5} - VNy^{11} - VFy^{6}
"generar pseudolatex: Sistema de ecuaciones con 4 variables, no homogeneo",\begin{cases} - VN.d - VN.a - VN.b - VN.c = VF \\- VN.d - VN.a + VF.b - VN.c = VF \end{cases}
generar pseudolatex: Sistema de dos ecuaciones y dos incógnitas en distinto orden,\begin{cases} VN.x + VN.y = VN \\VN.y + VN.x = VF \end{cases}
generar pseudolatex: Polinomio completo de grado 5 de seis terminos,- VNx^{5} - VNx^{4} + VNx^{3} - VNx^{2} + VNx - VN
generar pseudolatex: Un polinomio de quinto grado completo y en orden. El coeficiente principal debe ser 3/2,VRx^{5} + VRx^{4} + VRx^{3} + VRx^{2} + VRx + VR
generar pseudolatex: Polinomio de grado 4 incompleto con 3 terminos y coeficiente principal -119,- VNx^{4} - VFx^{3} - VN
generar pseudolatex: Es un polinomio de grado cuatro con coeficientes reales,VR + VRx + VRx^{2} + VRx^{3} + VRx^{4}
generar pseudolatex: Polinomio de grado tres con números grandes positivos. Está ordenado de forma decreciente y le falta el término cuadratico,VNx^{3} + VNx + VF
"generar pseudolatex: Sistema de 3 ecuaciones incompletas con 3 incógnitas x, y, z. El sistema es homogéneo",\begin{cases} VN.z + VF.x = 0 \\- VF.y = 0 \\VN.z + VF.x = 0 \end{cases}
"generar pseudolatex: Polinomio de grado 2, contiene tres términos y está completo",VFx^{2} - VFx + VF
generar pseudolatex: un polinomio de grado dos completo,VDx^{2} + VDx + VD
generar pseudolatex: Polinomio de grado 5 completo con coeficiente principal -5,- VNx^{5} - VNx^{4} + VNx^{3} - VNx^{2} + VNx - VN
generar pseudolatex: Sistema de ecuaciones homogeneo de tres variables de grado uno cada una con tres términos,\begin{cases} - VN.y + VN.z + VF.x = 0 \\VF.y - VN.z + VN.x = 0 \\VN.y + VF.z + VF.x = 0 \end{cases}
generar pseudolatex: Polinomio de grado uno completo con coeficientes negativos,- VR - VRx
"generar pseudolatex: Polinomio de grado 6 completo, con siete términos, con coeficiente principal (-31), ordenado de menor a mayor y con coeficientes enteros y fraccionarios",- VR - VRx - VRx^{2} - VRx^{3} - VRx^{4} - VRx^{5} - VRx^{6}
generar pseudolatex: Polinomio de grado siete completo y ordenado de forma descendiente,VC.x^{7} + VC.x^{6} + VC.x^{5} + VC.x^{4} + VC.x^{3} + VC.x^{2} + VC.x + VC
generar pseudolatex: Polinomio de grado 6 Completo,VRx^{6} + VRx^{5} + VRx^{4} + VRx^{3} + VRx^{2} + VRx + VR
"generar pseudolatex: Polinomio de grado 8, con coeficiente principal 2",- VNx + VNx^{3} - VN + VNx^{2} + VNx^{4} + VNx^{5} - VNx^{7} + VNx^{6} + VNx^{8}
generar pseudolatex: Polinomio de quinto grado completo,VRx + VRx^{4} + VRx^{5} + VRx^{3} + VR + VRx^{2}
generar pseudolatex: Polinomio de grado uno  X variable,VR - VRx
generar pseudolatex: Polinomio lineal con coeficientes complejos puros negativos. Está completo,- VC - VC.x
generar pseudolatex: Polinomio desordenado de noveno grado con coeficientes positivos y negativos grandes y algunas fracciones,- VFx^{3} - VFx^{5} - VNx^{4} - VNx^{2} - VFx^{6} - VNx^{9} - VNx^{8} - VNx - VNx^{7}
"generar pseudolatex: sistema de ecuaciones de dos ecuaciones igualadas a 0, con dos incognitas",\begin{cases} - VN.x - VF.y = 0 \\- VF.x - VN.y = 0 \end{cases}
generar pseudolatex: Sistema de ecuaciones con dos incógnitas y coeficientes fraccionarios positivos,\begin{cases} VF.x + VF.y = VF \\VN.y + VF.x = VF \end{cases}
"generar pseudolatex: Polinomio de grado 1, con coeficientes múltiplos de 4",VNx + VN
"generar pseudolatex: Polinomio ordenado y completo de grado 10, con variable x y coeficientes racionales y enteros",VRx^{10} + VRx^{9} - VRx^{8} + VRx^{7} - VRx^{6} - VRx^{5} + VRx^{4} + VRx^{3} - VRx^{2} - VRx + VR
generar pseudolatex: Polinomio de grado cinco completo y ordenado Coeficientes racionales e irracionales,- VRx^{5} - VRx^{4} - VRx^{3} - VRx^{2} - VRx - VR
generar pseudolatex: Polinomio de grado uno y numeros negativos,- VRx - VR
generar pseudolatex: Sistema homogeneo de 2 ecuaciones con 2 incognitas,\begin{cases} VF.x + VF.y = 0 \\VN.x + VN.y = 0 \end{cases}
"generar pseudolatex: Polinomio incompleto de décimo grado sin término lineal, coeficientes negativos y valores grandes cercanos al 100",- VNx^{10} - VNx^{8} - VNx^{7} - VNx^{3} - VF
generar pseudolatex: polinomio completo y desordenado de grado 4,- VDx^{3} - VDx - VD - VDx^{2} - VDx^{4}
"generar pseudolatex: Polinomio de grado 2, ordenado y completo Coeficientes imaginarios",VC.x^{2} + VC.x + VC
generar pseudolatex: Polinomio de tercer grado con constantes complejas,- VC - VC.x - VC.x^{2} + VC.x^{3}
generar pseudolatex: polinomio de grado cuatro completo con coeficiente negativo de 25.4,- VRx^{4} - VRx^{3} - VRx^{2} - VRx - VR
generar pseudolatex: Sistema de ecuaciones con dos ecuaciones y cuatro variables completas,\begin{cases} - VF.d + VF.b + VF.a - VN.c = VN \\VN.d - VN.b - VF.a + VN.c = VN \end{cases}
generar pseudolatex: Polinomio de sexto grado de 7 términos,- VRx^{6} - VRx^{5} - VRx^{4} - VRx^{3} - VRx^{2} + VRx + VR
generar pseudolatex: Polinomio de grado diez completo y desordenado. La mayoría de los coeficientes son fracciones,- VRx^{4} - VR + VRx^{3} - VRx + VRx^{9} - VRx^{10} + VRx^{7} - VRx^{5} - VRx^{6} - VRx^{2} + VRx^{8}
generar pseudolatex: Polinomio de grado ocho de nueve términos,VF + VFx + VFx^{2} + VFx^{3} + VFx^{4} + VFx^{5} + VFx^{6} + VFx^{7} + VFx^{8}
"generar pseudolatex: Polinomio grado 4, completo",VDx^{4} + VDx^{3} + VDx^{2} + VDx + VD
"generar pseudolatex: Polinomio de grado 8 completo, con coeficientes fraccionarios, con signos mixtos y en orden descendente",VFx^{8} - VFx^{7} - VFx^{6} + VFx^{5} - VFx^{4} - VFx^{3} + VFx^{2} - VFx - VF
"generar pseudolatex: Polinomio de grado 5, números complejos con parte real y parte imaginaria, seis términos",VC + VC.x + VC.x^{2} + VC.x^{3} + VC.x^{4} + VC.x^{5}
generar pseudolatex: Polinomio de grado uno con números complejos y todos los términos positivos,VC + VC.x
generar pseudolatex: Es un monomio de grado 1 con un coeficiente principal igual a 25,VNz
generar pseudolatex: Sistema de ecuaciones,\begin{cases} - VN.x = VN \\- VF.x - VF.y = VF \end{cases}
generar pseudolatex: Polinomio con coeficiente lineal 4 e independiente 16,VNx + VN
generar pseudolatex: Sistema de ecuaciones con dos ecuaciones y dos incógnitas,\begin{cases} - VN.x - VF.y = VN \\- VF.y - VN.x = VN \end{cases}
"generar pseudolatex: Polinomio con coeficientes complejo y naturales, de grado nueve e incompleto. Tiene cinco términos",- VC.z^{4} - VNz^{8} + VC.z^{6} - VNz^{9} + VN
"generar pseudolatex: Sistema de dos ecuaciones con 3 incógnitas (x, y, z). Las ecuaciones están completas y desordenadas",\begin{cases} VN.z + VN.y + VF.x = VF \\VN.y + VF.z - VN.x = VN \end{cases}
generar pseudolatex: Polinomio de grado uno completo con coeficiente principal fraccionario,- VR - VRx
generar pseudolatex: Polinomio de grado 5 completo,VFx^{2} - VF + VFx^{5} + VFx^{3} + VFx - VFx^{4}
"generar pseudolatex: Polinomio con coeficientes complejo y naturales, de grado nueve e incompleto. Tiene 5 términos",- VC.z^{4} - VNz^{8} + VC.z^{6} - VNz^{9} + VN
generar pseudolatex: polinomio de segundo grado completo ordenado de tres terminos con coeficientes decimales,- VD - VDx - VDx^{2}
generar pseudolatex: Sistema de tres ecuaciones y tres variables. El sistema es completo y en desorden. Todos los coeficientes de las x son positivos,\begin{cases} - VN.y + VF.x + VF.z = VN \\- VF.z + VF.x + VN.y = VF \\- VF.y - VN.z + VN.x = VN \end{cases}
generar pseudolatex: Polinomio de grado 8 de nueve términos,VF + VFx + VFx^{2} + VFx^{3} + VFx^{4} + VFx^{5} + VFx^{6} + VFx^{7} + VFx^{8}
"generar pseudolatex: polinomio de primer grado con coeficientes reales y fraccionarios completo, tiene dos terminos, no está en orden",- VR - VRx
"generar pseudolatex: Polinomio de grado 13 Incompleto y desordenado  Coeficientes enteros, raciones e imaginarios",VFy^{12} + VFy^{4} + VFy^{8} - VC - VFy^{10} - VFy - VC.y^{13} - VNy^{5} - VNy^{11} - VFy^{6}
"generar pseudolatex: Polinomio de octavo grado, variable=x, ordenado de menor a mayor",- VN + VNx - VNx^{2} + VNx^{3} - VNx^{4} - VNx^{5} + VNx^{6} - VNx^{7} - VNx^{8}
generar pseudolatex: Polinomio completo y en orden descendiente. El grado es dos y los coeficientes son complejos negativos,- VC.x^{2} - VC.x - VC
generar pseudolatex: Polinomio de 9no grado con indeterminada z y con solo término principal y término de potencia 7,VNz^{7} + VNz^{9}
generar pseudolatex: Polinomio de grado 1 con números complejos y todos los términos positivos,VC + VC.x
generar pseudolatex: Polinomio primer grado completo con indeterminada x ,VN + VNx
generar pseudolatex: Polinomio de grado 7 completo de 8 terminos,VNx^{7} + VNx^{6} + VNx^{5} + VNx^{4} + VNx^{3} + VNx^{2} + VNx + VN
generar pseudolatex: Polinomios completo de décimo grado con coeficientes reales. El coeficiente principal es 24 y el término independiente es 43.6,VR + VRx + VRx^{2} - VRx^{3} - VRx^{4} - VRx^{5} - VRx^{6} - VRx^{7} + VRx^{8} + VRx^{9} + VRx^{10}
"generar pseudolatex: Un polinomio cuadrático de coeficientes fraccionarios completo. 15/16 es el coeficiente principal, -20/15 el lineal y 4/18 el independiente",VFx^{2} - VFx + VF
generar pseudolatex: sistema de 3 ecuaciones con dos incógnitas en cada una de ellas pero no necesariamente iguales entre sí las 3,\begin{cases} - VN.y + VN.z = VF \\- VN.x + VN.y = VN \\VN.y - VF.z = VN \end{cases}
generar pseudolatex: Polinomios completo de sexto grado y con coeficientes enteros,- VN - VNx + VNx^{2} + VNx^{3} + VNx^{4} - VNx^{5} - VNx^{6}
generar pseudolatex: Monomio de grado uno con coeficiente fraccionario positivo,VFx
generar pseudolatex: Polinomio de primer grado completo,VC + VC.x
"generar pseudolatex: Monomio con coeficiente negativo, variable “x” y su exponente o grado 4",- VNx^{4}
"generar pseudolatex: Polinomio de grado 4, ordenado",VRx^{4} + VRx^{3} + VRx^{2} + VRx + VR
generar pseudolatex: Sistema de dos ecuaciones y 4 incognitas,\begin{cases} - VF.d - VF.b - VF.c - VN.a = VF \\VF.b + VN.a - VN.d - VN.c = VF \end{cases}
"generar pseudolatex: Polinomio incompleto de séptimo grado con dos términos, el coeficiente principal y el término independiente",VNx^{7} + VN
"generar pseudolatex: un sistema de ecuaciones de cuatro ecuaciones y cuatro incógnitas (es decir, de 4x4) donde varios coeficientes de las variables son números enteros",\begin{cases} - VN.b + VN.a - VN.c = - VN.d + VN \\- VF.b + VF.c - VN.a = VN.d + VN \\- VN.d - VF.a = VN.c + VF.b + VF \\VF.c = VF.d - VN.a + VF.b + VN \end{cases}
generar pseudolatex: Monomio de grado seis en indeterminada z con coeficiente 23,VNz^{6}
generar pseudolatex: Polinomio grado 8,- VNx^{8}
generar pseudolatex: polinomio desordenado de grado 6,- VRx^{2} - VRx^{3} - VRx^{6} - VRx - VRx^{5} - VRx^{4} - VR
generar pseudolatex: Sistema de dos ecuaciones con 3 variables cada uno,\begin{cases} VN.y - VF.z + VN.x = VF \\VF.y - VN.z - VF.x = VN \end{cases}
