input,target
generar pseudolatex: polinomio de grado 1,VD + VDx
generar lista: Sistemas de dos ecuaciones con dos variables,CASES EQ SUM MUL VN y E MUL VN x E E VF EQ SUM MUL VN x E MUL VF y E E VF E
"generar lista: Polinomio incompleto de grado 10 sin término lineal, coeficientes negativos y valores grandes cercanos al 100",SUM NEG MUL VN POW x 10 E NEG MUL VN POW x 8 E NEG MUL VN POW x 7 E NEG MUL VN POW x 3 E NEG VF E
"generar lista: Polinomio de 3er grado completo. Posee 4 terminos, los terminos dos y 3 son negativos.",SUM VD NEG MUL VD x E NEG MUL VD POW x 2 E MUL VD POW x 3 E E
"generar lista: binomio, grado 1, completo, coeficiente principal -1/4",SUM NEG MUL FRAC 1 4 x E NEG VF E
"generar lista: Polinomio de grado 3, entero con coeficientes racional algunos negativos",SUM NEG VR MUL VR x E NEG MUL VR POW x 2 E NEG MUL VR POW x 3 E E
"generar pseudolatex: Polinimio completo, desordenado de sexto grado con coeficientes decimales",- VDx^{4} - VDx^{6} + VD - VDx^{2} - VDx^{5} + VDx - VDx^{3}
generar lista: Polinomio de grado 4 completo y desordenado. Tiene todos sus coeficientes fraccionarios y negativos,SUM NEG MUL VF POW x 2 E NEG MUL VF POW x 4 E NEG VF NEG MUL VF x E NEG MUL VF POW x 3 E E
generar lista: polinomio de grado dos completo ordenado de 3 terminos con coeficientes decimales,SUM NEG VD NEG MUL VD x E NEG MUL VD POW x 2 E E
"generar lista: Una expresión polinomica de grado 4, con coeficiente principal 38.3, coeficiente de grado 3 de 1.5, coeficiente de grado dos de 6.3, coeficiente 1er grado de 13.1 y termino independiente de 4",SUM 4 NEG MUL 6.3 POW x 2 E NEG MUL 1.5 POW x 3 E MUL 13.1 x E NEG MUL 38.3 POW x 4 E E
generar lista: polinomio de segundo grado completo ordenado de tres terminos con coeficientes decimales,SUM NEG VD NEG MUL VD x E NEG MUL VD POW x 2 E E
"generar lista: Un sistema de dos ecuaciones con dos incógnitas, x e y. Los coeficientes de las variables son fracciones",CASES EQ SUM MUL VF y E MUL VF x E E VF EQ SUM MUL VF y E MUL VF x E E VN E
generar lista: Un polinomio de 4to grado con coeficientes enteros negativos. Es completo y desordenado,SUM NEG MUL VN POW x 3 E NEG VN NEG MUL VN POW x 2 E NEG MUL VN x E NEG MUL VN POW x 4 E E
generar pseudolatex: Un polinomio de séptimo grado desordenado,VNx^{3} + VN + VNx^{6} + VNx^{2} + VNx^{4} + VNx^{7} + VNx^{5} + VNx
"generar pseudolatex: Polinomio de séptimo grado completo, con 8 términos, con coeficiente principal 3, ordenado de menor grado a mayor grado y con una mezcla de coeficientes enteros y fraccionarios",VR + VRx + VRx^{2} + VRx^{3} + VRx^{4} + VRx^{5} + VRx^{6} + VRx^{7}
"generar pseudolatex: Polinomio grado 6, completo",- VRx^{6} - VRx^{5} - VRx^{4} - VRx^{3} - VRx^{2} + VRx + VR
generar pseudolatex: Polinomio complejo completo de grado 2,VC.x^{2} + VC.x + VC
"generar pseudolatex: Polinomio de grado 10  , completo  Desordenado",VRx^{2} + VRx^{3} + VRx^{4} + VR + VRx^{5} + VRx + VRx^{9} + VRx^{7} + VRx^{6} + VRx^{10} + VRx^{8}
generar pseudolatex: Polinomio de grado cuatro ordenado de forma descendente,- VFx^{4} + VFx^{3} - VFx^{2} + VFx + VF
generar pseudolatex: Sistemas de dos ecuaciones con dos variables,\begin{cases} VN.y + VN.x = VF \\VN.x + VF.y = VF \end{cases}
generar pseudolatex: Polinomio complejo y completo desordenado de grado 5,VC.x^{2} + VC.x^{4} + VC.x + VC + VC.x^{3} + VC.x^{5}
generar pseudolatex: Polinomio de octavo grado incompleto con solo termino principal y negativo,- VNx^{8}
generar pseudolatex: Sistema de ecuaciones de dos variables,\begin{cases} - VN.x - VN.y = 0 \\- VN.x - VF.y = 0 \end{cases}
generar pseudolatex: sistema de ecuaciones de 3 variables,\begin{cases} VN.y - VF.z + VN.x = VF \\VF.y - VN.z - VF.x = VN \end{cases}
generar pseudolatex: Un polinomio cúbico en indeterminada y. Tiene términos lineal y principal,VNy^{3} + VNy
generar pseudolatex: Un polinomio de 5to grado en indeterminada z. Incompleto y desordenado. Tiene coeficiente principal 11 y el término independiente es complejo,- VC + VNz^{5} - VNz + VFz^{2}
"generar lista: Polinomio lineal con 2 términos, está en orden descendiente",SUM MUL VN x E NEG VN E
"generar lista: Polinomio incompleto de grado siete con dos términos, el coeficiente principal y el término independiente",SUM MUL VN POW x 7 E VN E
generar pseudolatex: Sistema de ecuaciones lineales Ecuaciones de grado 1  Sistema compatible  Dos variables,\begin{cases} - VF.y - VN.x = 0 \\- VF.y - VF.x = 0 \end{cases}
generar lista: Un polinomio de grado 13,SUM NEG MUL VN POW y 13 E MUL VF POW y 2 E MUL VN POW y 6 E MUL VC POW y 12 E NEG MUL VC POW y 9 E MUL VN POW y 5 E MUL VN y E NEG MUL VN POW y 7 E VF NEG MUL VN POW y 10 E NEG MUL VC POW y 4 E NEG MUL VF POW y 11 E MUL VN POW y 8 E E
generar lista: Un polinomio de cuarto grado incompleto con tres terminos,SUM NEG MUL VN POW x 4 E NEG MUL VF POW x 3 E NEG VN E
generar pseudolatex: Polinomio de grado 1 con dos términos,- VN - VNx
generar lista: Un polinomio lineal de coeficientes decimales y completo,SUM VD MUL VD x E E
"generar pseudolatex: Sistema de tres ecuaciones, de variables a, c, b y d. Todas de primer grado y de cuatro términos cada una",\begin{cases} - VN.c - VN.a - VF.b + VN.d = VN \\VN.c + VF.a + VF.b + VF.d = VF \\VN.c + VF.a + VF.b + VN.d = VF \end{cases}
"generar pseudolatex: Es un sistema de ecuaciones de dos ecuaciones y 3 incógnitas, el cual constituye un sistema compatible indeterminado",\begin{cases} VN.z = VF \\VN.z + VF.x + VN.y = VN \end{cases}
"generar lista: Sistema de cuatro ecuaciones lineales con cuatro variables: d, a, b, c",CASES EQ SUM MUL VF d E MUL VN b E NEG MUL VF c E MUL VN a E E 0 EQ SUM NEG MUL VF d E NEG MUL VF b E NEG MUL VF c E NEG MUL VF a E E 0 EQ SUM NEG MUL VF d E NEG MUL VN b E NEG MUL VN c E NEG MUL VN a E E 0 EQ SUM MUL VF d E NEG MUL VN b E MUL VF c E MUL VF a E E 0 E
"generar pseudolatex: Polinomio de tercer grado completo. Posee cuatro terminos, los terminos 2 y 3 son negativos.",VD - VDx - VDx^{2} + VDx^{3}
generar lista: Polinomio de grado seis X variable,SUM MUL VR POW x 2 E MUL VR POW x 3 E MUL VR POW x 6 E MUL VR POW x 4 E VR MUL VR x E MUL VR POW x 5 E E
generar lista: Polinomio de grado nueve con números negativos,SUM NEG VR NEG MUL VR x E NEG MUL VR POW x 2 E NEG MUL VR POW x 3 E NEG MUL VR POW x 4 E NEG MUL VR POW x 5 E NEG MUL VR POW x 6 E NEG MUL VR POW x 7 E NEG MUL VR POW x 8 E NEG MUL VR POW x 9 E E
generar lista: Polinomio de grado cuatro completo y desordenado. Tiene todos sus coeficientes fraccionarios y negativos,SUM NEG MUL VF POW x 2 E NEG MUL VF POW x 4 E NEG VF NEG MUL VF x E NEG MUL VF POW x 3 E E
"generar pseudolatex: Polinomio de grado diez  , completo  Desordenado",VRx^{2} + VRx^{3} + VRx^{4} + VR + VRx^{5} + VRx + VRx^{9} + VRx^{7} + VRx^{6} + VRx^{10} + VRx^{8}
"generar lista: Polinomio de grado 2, contiene 3 términos y está completo",SUM MUL VF POW x 2 E NEG MUL VF x E VF E
generar pseudolatex: Polinomio de cuarto grado completo con coeficientes racionales,VR + VRx + VRx^{2} + VRx^{3} + VRx^{4}
"generar lista: Una expresión polinomica de grado 4, con coeficiente principal 38.3, coeficiente de tercer grado de 1.5, coeficiente de 2do grado de 6.3, coeficiente grado 1 de 13.1 y termino independiente de 4",SUM 4 NEG MUL 6.3 POW x 2 E NEG MUL 1.5 POW x 3 E MUL 13.1 x E NEG MUL 38.3 POW x 4 E E
"generar lista: Sistema de tres ecuaciones con cuatro incognitas usando numeros enteros y fracciones, positivos y negativos como coeficientes. Usando ""a"", ""b"", ""c"" y ""d"" como incógnitas",CASES EQ SUM MUL VF d E MUL VF c E MUL VF a E NEG MUL VN b E E VN EQ SUM MUL VN d E MUL VF c E MUL VF a E NEG MUL VF b E E VN EQ SUM MUL VN d E NEG MUL VN c E NEG MUL VF a E MUL VN b E E VN E
generar pseudolatex: Sistema de ecuaciones lineales con tres variables y dos ecuaciones. La mayoria de los coeficientes son fracciones,\begin{cases} - VF.z - VN.x + VF.y = VF \\- VF.y + VF.x - VN.z = VF \end{cases}
"generar pseudolatex: Una expresión polinomica de grado 4, con coeficiente principal 38.3, coeficiente de tercer grado de 1.5, coeficiente de grado dos de 6.3, coeficiente grado uno de 13.1 y termino independiente de 4",VD - VDx^{2} - VDx^{3} + VDx - VDx^{4}
generar pseudolatex: Polinomio de cuarto grado incompleto. Posee números complejos en sus tres componentes.,- VC.y + VC.y^{3} - VC.y^{4}
generar pseudolatex: Polinomio completo de coeficientes complejos negativos con parte imaginaria. El grado del polinomio es 4,- VC.x^{4} - VC.x^{3} - VC.x^{2} - VC.x - VC
generar lista: Polinomio de grado cuatro ordenado,SUM NEG VD NEG MUL VD x E NEG MUL VD POW x 2 E NEG MUL VD POW x 3 E NEG MUL VD POW x 4 E E
"generar lista: Sistema de tres ecuaciones, de variables a, c, b y d. Todas de grado 1 y de cuatro términos cada una",CASES EQ SUM NEG MUL VN c E NEG MUL VN a E NEG MUL VF b E MUL VN d E E VN EQ SUM MUL VN c E MUL VF a E MUL VF b E MUL VF d E E VF EQ SUM MUL VN c E MUL VF a E MUL VF b E MUL VN d E E VF E
generar pseudolatex: Polinomio incompleto de grado 4,VNz^{2} + VFz^{4}
generar pseudolatex: Polinomio de noveno grado completo,- VRx^{9} - VRx^{8} - VRx^{7} - VRx^{6} - VRx^{5} - VRx^{4} - VRx^{3} - VRx^{2} - VRx - VR
generar pseudolatex: Polinomio grado 5 incompleto,VNx^{5} + VNx^{2} - VNx - VN
"generar pseudolatex: Polinomio de grado 2 completo, con primera componente negativa y segunda y tercera positiva.",- VN + VNx + VNx^{2}
"generar pseudolatex: Sistema de ecuaciones de cuatro incógnitas y dos ecuaciones, compatible indeterminado",\begin{cases} - VF.b + VN.c - VN.a - VF.d = VF \\- VF.b - VN.c + VF.a - VN.d = VN \end{cases}
generar pseudolatex: Polinomio de grado 7,- VR - VRx^{2} - VRx^{5} - VRx^{4} - VRx^{6} - VRx^{3} - VRx^{7} - VRx
generar pseudolatex: Polinomio de grado uno y numeros negativos,- VRx - VR
generar pseudolatex: Polinomio con potencia máxima 13. Solo término principal y coeficiente -11i,- VC.y^{13}
generar lista: Ecuación de grado 6 incompleta,SUM NEG MUL VR POW x 2 E NEG MUL VR POW x 4 E NEG MUL VR x E NEG MUL VR POW x 5 E NEG MUL VR POW x 3 E NEG MUL VR POW x 6 E NEG VR E
"generar pseudolatex: Polinomio en indeterminada z, de grado siete con coeficientes negativos, y solo los términos lineal y principal",- VNz - VNz^{7}
generar lista: Polinomio completo de tercer grado con números complejos,SUM VC MUL VC x E NEG MUL VC POW x 2 E MUL VC POW x 3 E E
"generar pseudolatex: polinomio de cuarto grado incompleto con 1 termino de coeficiente negativo y variable ""y""",- VNy^{4}
generar pseudolatex: Polinomio de grado uno completo,- VRx - VR
"generar pseudolatex: polinomio de grado 3, tiene el primer coeficiente negativo, y ningun coeficiente es entero",- VD + VDx - VDx^{2} + VDx^{3}
generar pseudolatex: es un polinomio de grado 8 completo que empieza con el grado más bajo (0) y termina con el más alto (8),VN + VNx + VNx^{2} + VNx^{3} + VNx^{4} + VNx^{5} + VNx^{6} + VNx^{7} + VNx^{8}
generar lista: Polinomio de grado 12 con un número imaginario,SUM MUL VF POW z 11 E MUL VC POW z 12 E E
generar lista: Polinomio fraccionario de grado siete completo,SUM NEG VR NEG MUL VR x E NEG MUL VR POW x 2 E NEG MUL VR POW x 3 E NEG MUL VR POW x 4 E NEG MUL VR POW x 5 E NEG MUL VR POW x 6 E NEG MUL VR POW x 7 E E
generar lista: Polinomio completo de 3er grado,SUM VR MUL VR x E MUL VR POW x 2 E MUL VR POW x 3 E E
"generar pseudolatex: Polinomio lineal con dos términos, está en orden descendiente",VNx - VN
generar pseudolatex: Polinomios completo de grado 6 y con coeficientes enteros,- VN - VNx + VNx^{2} + VNx^{3} + VNx^{4} - VNx^{5} - VNx^{6}
generar pseudolatex: Polinomio de grado 2 de 3 terminos. Su coeficiente principal es 2/13.,VF + VFx + VFx^{2}
"generar lista: Polinomio con coeficientes complejo y naturales, de grado 9 e incompleto. Tiene 5 términos",SUM NEG MUL VC POW z 4 E NEG MUL VN POW z 8 E MUL VC POW z 6 E NEG MUL VN POW z 9 E VN E
generar pseudolatex: Sistema de 4 ecuaciones con 4 incognitas. No teniendo todas las incógnitas del mismo lado. Usando coeficientes fraccionarios positivos y negativos,\begin{cases} - VN.d + VF.b = VF.c + VN \\VF = - VN.a + VN.b + VN.c \\- VF.b - VN.c = - VN.a + VF.d + VN \\VF.b = - VF.a - VF.d + VF \end{cases}
"generar pseudolatex: Polinomio de grado 10, completo",VRx^{10} + VRx^{9} - VRx^{8} + VRx^{7} - VRx^{6} - VRx^{5} + VRx^{4} + VRx^{3} - VRx^{2} - VRx + VR
generar pseudolatex: polinomio de grado cuatro incompleto y desordenado donde el coeficiente que acompaña a la variable principal es un número racional,VNz^{2} + VFz^{4}
"generar pseudolatex: Sistema de tres ecuaciones con tres variables, cuatro coeficientes negativos, el resto positivos.",\begin{cases} - VF.z - VF.x + VN.y = VN \\- VN.y + VF.x + VF.z = VF \\VN.y - VN.x = VN \end{cases}
generar pseudolatex: polinomio completo y desordenado de grado 4,- VDx^{3} - VDx - VD - VDx^{2} - VDx^{4}
"generar pseudolatex: Polinomio ordenado y completo de décimo grado, con variable x y coeficientes racionales y enteros",VRx^{10} + VRx^{9} - VRx^{8} + VRx^{7} - VRx^{6} - VRx^{5} + VRx^{4} + VRx^{3} - VRx^{2} - VRx + VR
generar lista: Polinomio séptimo grado ordendo de forma de grado decreciente,SUM NEG MUL VF POW x 7 E NEG MUL VF POW x 6 E NEG MUL VF POW x 5 E NEG MUL VF POW x 4 E NEG MUL VF POW x 3 E NEG MUL VF POW x 2 E NEG MUL VF x E NEG VF E
"generar pseudolatex: Un sistema de 2 ecuaciones con 2 incógnitas, x e y. Los coeficientes de las variables son fracciones",\begin{cases} VF.y + VF.x = VF \\VF.y + VF.x = VN \end{cases}
generar lista: polinomio grado 4,SUM NEG MUL VF POW y 4 E MUL VN POW y 2 E MUL VC POW y 3 E E
generar lista: polinomio de grado seis de dos términos. Solo términos principal y de potencia 3,SUM NEG MUL VN POW x 6 E NEG MUL VF POW x 3 E E
generar lista: Sistema de 3 ecuaciones con 3 incógnitas incompleto. Algunos coeficientes son fraccionarios,CASES EQ SUM MUL VF x E MUL VF z E E VN EQ SUM MUL VN y E NEG MUL VN z E E VF EQ SUM NEG MUL VF z E E VN E
"generar pseudolatex: Polinomio de grado nueve incompleto desordenado, variable y, cinco términos, coeficiente principal -24",- VNy^{9} - VC.y^{7} - VNy^{2} + VNy^{3} - VNy
generar lista: Polinomio incompleto de grado 2,SUM MUL VN POW z 2 E E
generar pseudolatex: Sistema de 2 ecuaciones y dos incógnitas en distinto orden,\begin{cases} VN.x + VN.y = VN \\VN.y + VN.x = VF \end{cases}
generar pseudolatex: Un sistema de ecuaciones formado por dos ecuaciones con cuatro incognitas. ,\begin{cases} - VF.d - VN.c - VN.a - VF.b = VN \\VF.b + VN.c - VF.a + VN.d = VF \end{cases}
generar lista: Polinomio de grado seis incompleto con coeficiente principal de -9 y todos los números negativos,SUM NEG MUL 9 POW x 6 E NEG MUL VF POW x 4 E NEG MUL VN POW x 2 E NEG MUL VF x E NEG VF E
"generar lista: Una expresión polinomica de grado 4, con coeficiente principal 38.3, coeficiente de 3er grado de 1.5, coeficiente de segundo grado de 6.3, coeficiente grado 1 de 13.1 y termino independiente de 4",SUM 4 NEG MUL 6.3 POW x 2 E NEG MUL 1.5 POW x 3 E MUL 13.1 x E NEG MUL 38.3 POW x 4 E E
generar pseudolatex: Polinomio de grado 8 incompleto con 4 terminos,- VNx^{8} - VNx^{4} - VNx^{3} - VFx^{2}
"generar pseudolatex: polinomio de grado 6 con coeficiente principal -149, de dos términos",- VNx^{6} - VFx^{3}
generar lista: Polinomio de primer grado completo,SUM VC MUL VC x E E
"generar pseudolatex: Un polinomio incompleto cuadrático con números negativos. Le falta el término lineal y la variable es ""y""",- VN - VC.y^{2}
generar lista: Polinomio de grado cinco de coeficientes positivos y completo. Está en orden,SUM VN MUL VN x E MUL VN POW x 2 E MUL VN POW x 3 E MUL VN POW x 4 E MUL VN POW x 5 E E
generar pseudolatex: Polinomios de grado 15 con coeficientes racionales. El término independiente es -74 y el coeficiente principal es 150.,VNx^{15} - VNx^{14} + VFx^{13} - VFx^{12} - VFx^{11} + VNx^{7} - VFx^{6} - VFx^{5} + VNx^{4} - VFx^{2} - VFx - VN
generar lista: Polinomio de grado 6 con con una constante de número complejo,SUM NEG MUL VN POW y 4 E NEG MUL VN POW y 3 E MUL VN POW y 6 E MUL VN y E NEG MUL VC POW y 5 E VF E
"generar lista: Es un sistema de ecuaciones, con 3 ecuaciones y 3 incógnitas que no esta ordenado en (x,y,z). las 3 igualadas a cero",CASES EQ SUM NEG MUL VF z E NEG MUL VF x E MUL VF y E E 0 EQ SUM MUL VN z E MUL VF x E NEG MUL VN y E E 0 EQ SUM NEG MUL VN y E NEG MUL VF z E MUL VN x E E 0 E
generar pseudolatex: Polinomio de grado 5 completo con coeficiente principal -5,- VNx^{5} - VNx^{4} + VNx^{3} - VNx^{2} + VNx - VN
"generar pseudolatex: Monomio de grado 1 con coeficiente natural, usando ""y"" como variable",VNy
generar lista: Polinomio de grado 11 con dos términos con números fraccionarios,SUM NEG MUL VF POW x 11 E NEG VF E
generar lista: Polinomio completo grado 4,SUM VD MUL VD x E MUL VD POW x 2 E MUL VD POW x 3 E MUL VD POW x 4 E E
"generar lista: Un polinomio completo de grado nueve sin orden. Los coeficientes son todo positivos, de tipo fraccionarios, enteros y decimales",SUM MUL VR POW x 4 E MUL VR x E MUL VR POW x 6 E MUL VR POW x 7 E MUL VR POW x 5 E MUL VR POW x 2 E MUL VR POW x 3 E MUL VR POW x 8 E MUL VR POW x 9 E VR E
"generar lista: Polinomio ordenado y completo de décimo grado, con variable x y coeficientes racionales y enteros",SUM MUL VR POW x 10 E MUL VR POW x 9 E NEG MUL VR POW x 8 E MUL VR POW x 7 E NEG MUL VR POW x 6 E NEG MUL VR POW x 5 E MUL VR POW x 4 E MUL VR POW x 3 E NEG MUL VR POW x 2 E NEG MUL VR x E VR E
generar lista: Polinomio grado 1,SUM MUL VN x E E
generar lista: Polinomio de 3er grado incompleto con 3 términos. Termino independiente fraccionario,SUM MUL VN POW x 3 E MUL VN x E VF E
generar pseudolatex: Sistema de dos ecuaciones con cuatro incognitas,\begin{cases} - VF.a + VN.b - VN.c - VN.d = VF \\VF.a + VF.b - VF.c - VF.d = VF \end{cases}
generar pseudolatex: Polinomio de quinto grado incompleto con 5 términos,- VRx^{5} - VRx^{4} - VRx^{3} - VRx^{2} - VRx - VR
generar pseudolatex: polinomio de cuarto grado con 5 terminos,VNx^{4} + VNx^{3} + VNx^{2} + VNx - VN
generar lista: Sistema de 3 ecuaciones con 3 variables. Las dos primeras ecuaciones están incompletas,CASES EQ SUM NEG MUL VF y E NEG MUL VF z E E VN EQ SUM MUL VN y E E VF EQ SUM NEG MUL VF x E MUL VF z E MUL VF y E E VN E
generar pseudolatex: Un polinomio completo y desordenado de octavo grado con coeficientes fraccionarios y decimales positivos,VRx^{3} + VRx^{2} + VR + VRx^{6} + VRx^{4} + VRx + VRx^{7} + VRx^{5} + VRx^{8}
"generar lista: Una expresión polinomica de grado 4, con coeficiente principal 38.3, coeficiente de 3er grado de 1.5, coeficiente de grado 2 de 6.3, coeficiente grado uno de 13.1 y termino independiente de 4",SUM 4 NEG MUL 6.3 POW x 2 E NEG MUL 1.5 POW x 3 E MUL 13.1 x E NEG MUL 38.3 POW x 4 E E
generar pseudolatex: Polinomio de primer grado completo con coeficientes negativos,- VR - VRx
"generar pseudolatex: Una expresión polinomica de grado 4, con coeficiente principal 38.3, coeficiente de grado tres de 1.5, coeficiente de grado 2 de 6.3, coeficiente grado uno de 13.1 y termino independiente de 4",VD - VDx^{2} - VDx^{3} + VDx - VDx^{4}
"generar lista: Una expresión polinomica de grado 4, con coeficiente principal 38.3, coeficiente de tercer grado de 1.5, coeficiente de 2do grado de 6.3, coeficiente 1er grado de 13.1 y termino independiente de 4",SUM 4 NEG MUL 6.3 POW x 2 E NEG MUL 1.5 POW x 3 E MUL 13.1 x E NEG MUL 38.3 POW x 4 E E
"generar pseudolatex: Sistema de dos ecuaciones y dos incógnitas, todas de grado 1 usando algunos coeficientes fraccionarios",\begin{cases} VF.x + VN.y = 0 \\VN.x + VF.y = 0 \end{cases}
generar pseudolatex: Polinomio de grado uno completo,VC + VC.x
"generar lista: Es un polinomio, de  9 términos, con octavo grado, completo, y con constantes que acompañan a las variables, pertenecientes a los complejos",SUM NEG VC NEG MUL VC x E NEG MUL VC POW x 2 E NEG MUL VC POW x 3 E NEG MUL VC POW x 4 E NEG MUL VC POW x 5 E NEG MUL VC POW x 6 E NEG MUL VC POW x 7 E NEG MUL VC POW x 8 E E
generar lista: Polinomio complejo completo de grado 2,SUM MUL VC POW x 2 E MUL VC x E VC E
"generar pseudolatex: Monomio con coeficiente negativo, variable “x” y su exponente o grado 4",- VNx^{4}
generar pseudolatex: polinomio de grado 7 el mismo está desordenado pero completo,VNx^{5} + VNx^{3} + VNx^{4} - VNx^{7} - VN + VNx^{2} + VNx + VNx^{6}
generar pseudolatex: Polinomio completo de grado 5 de seis terminos,- VNx^{5} - VNx^{4} + VNx^{3} - VNx^{2} + VNx - VN
generar pseudolatex: Polinomio de grado dos de tres terminos. Su coeficiente principal es 2/13.,VF + VFx + VFx^{2}
generar pseudolatex: Polinomio de grado siete completo de 8 terminos,VNx^{7} + VNx^{6} + VNx^{5} + VNx^{4} + VNx^{3} + VNx^{2} + VNx + VN
generar lista: Polinomio de séptimo grado completo y ordenado de forma descendiente,SUM MUL VC POW x 7 E MUL VC POW x 6 E MUL VC POW x 5 E MUL VC POW x 4 E MUL VC POW x 3 E MUL VC POW x 2 E MUL VC x E VC E
"generar pseudolatex: Polinomio de octavo grado, esta incompleto, faltan los terminos de grados 7,6,5,4,2,1,0 Coef. Principal:189",- VNx^{8} - VNx^{3}
"generar lista: Polinomio con coeficientes fraccionarios, completo de grado 4",SUM MUL VF POW x 4 E MUL VF POW x 3 E MUL VF POW x 2 E MUL VF x E VF E
generar lista: Polinomio quinto grado completo y ordenado,SUM VR MUL VR x E MUL VR POW x 2 E MUL VR POW x 3 E MUL VR POW x 4 E MUL VR POW x 5 E E
generar pseudolatex: Un polinomio desordenado de octavo grado,VRx^{6} + VRx + VRx^{2} + VRx^{4} + VRx^{3} + VRx^{5} + VRx^{8} + VRx^{7} + VR
"generar pseudolatex: Polinomio cuarto grado y variable ""y""",VNy^{4}
"generar lista: Un polinomio completo de grado 9 sin orden. Los coeficientes son todo positivos, de tipo fraccionarios, enteros y decimales",SUM MUL VR POW x 4 E MUL VR x E MUL VR POW x 6 E MUL VR POW x 7 E MUL VR POW x 5 E MUL VR POW x 2 E MUL VR POW x 3 E MUL VR POW x 8 E MUL VR POW x 9 E VR E
"generar pseudolatex: Polinomio de grado 13 Incompleto y desordenado  Coeficientes enteros, raciones e imaginarios",VFy^{12} + VFy^{4} + VFy^{8} - VC - VFy^{10} - VFy - VC.y^{13} - VNy^{5} - VNy^{11} - VFy^{6}
"generar pseudolatex: Polinomio de octavo grado completo, con todos los coeficientes enteros negativos y pequeños. El orden del polinomio es ascendente en potencias",- VN - VNx - VNx^{2} - VNx^{3} - VNx^{4} - VNx^{5} - VNx^{6} - VNx^{7} - VNx^{8}
generar pseudolatex: Polinomio de décimo grado,- VRx^{10} - VRx^{9} - VRx^{8} - VRx^{7} - VRx^{6} - VRx^{5} - VRx^{4} - VRx^{3} - VRx^{2} - VRx - VR
"generar pseudolatex: Polinomio en indeterminada x de 4to grado, completo y con coeficientes complejos. Está ordenado de forma ascendente",- VC + VC.x + VC.x^{2} + VC.x^{3} - VC.x^{4}
generar lista: sistema de ecuaciones de dos ecuaciones con una variable,CASES EQ SUM NEG MUL VF x E E VF EQ SUM NEG MUL VN x E E VF E
generar pseudolatex: Polinomio en indeterminada z de grado 9 con solo términos principal y de potencia 7,VNz^{7} + VNz^{9}
generar pseudolatex: Polinomio de grado cuatro con cinco terminos,VDx^{4} + VDx^{3} + VDx^{2} + VDx + VD
"generar lista: Polinomio de grado nueve incompleto desordenado, variable y, cinco términos, coeficiente principal -24",SUM NEG MUL -24 POW y 9 E NEG MUL VC POW y 7 E NEG MUL VN POW y 2 E MUL VN POW y 3 E NEG MUL VN y E E
generar pseudolatex: Polinomio de quinto grado completo y ordenado Coeficientes racionales e irracionales,- VRx^{5} - VRx^{4} - VRx^{3} - VRx^{2} - VRx - VR
generar pseudolatex: polinomio de octavo grado,VRx^{7} + VRx^{8} + VRx^{5} + VRx^{2} + VRx^{4} + VR + VRx^{3} + VRx + VRx^{6}
generar lista: Polinomio de grado 3 con constantes complejas,SUM NEG VC NEG MUL VC x E NEG MUL VC POW x 2 E MUL VC POW x 3 E E
generar lista: polinomio de grado 10 con ocho terminos e indeterminada z,SUM NEG VF MUL VF POW z 10 E NEG MUL VF POW z 6 E MUL VF POW z 7 E MUL VC POW z 8 E MUL VN POW z 2 E NEG MUL VN POW z 3 E MUL VN POW z 5 E E
generar pseudolatex: Polinomio de grado nueve y variable y. Incompleto y desordenado. Con coeficientes racionales y enteros,VNy^{9} + VFy^{10} - VFy^{7}
generar lista: Polinomio de tercer grado incompleto con 3 términos. Termino independiente fraccionario,SUM MUL VN POW x 3 E MUL VN x E VF E
"generar pseudolatex: polinomio de grado 1 completo, con coeficiente principal -37 y termino independiente 24.",VR - VRx
generar pseudolatex: polinomio de grado cuatro completo con coeficiente negativo de 25.4,- VRx^{4} - VRx^{3} - VRx^{2} - VRx - VR
"generar pseudolatex: Polinomio de séptimo grado completo, sin orden y con todos sus coeficientes fraccionarios negativos",- VFx^{5} - VFx - VF - VFx^{3} - VFx^{7} - VFx^{4} - VFx^{2} - VFx^{6}
generar pseudolatex: Polinomio de grado uno completo con números decimales negativos,- VD - VDx
generar pseudolatex: Polinomio de cuarto grado completo de 5 terminos,VD + VDx + VDx^{2} + VDx^{3} + VDx^{4}
generar pseudolatex: Polinomio de grado 7 incompleto en indeterminada z,- VFz - VNz^{5} + VF - VNz^{6} - VNz^{2} + VNz^{7}
"generar pseudolatex: Sistema de dos ecuaciones homogéneo con dos incógnitas, x e y. Las variables están desordenadas",\begin{cases} - VN.y - VF.x = 0 \\VF.x - VF.y = 0 \end{cases}
generar lista: Polinimio de grado cuatro completo y coeficientes decimales positivos,SUM MUL VD POW x 4 E MUL VD POW x 3 E MUL VD POW x 2 E MUL VD x E VD E
"generar pseudolatex: Sistema de dos ecuaciones con 2 incógnitas. La segunda ecuación es incompleta con solo incógnita ""y""",\begin{cases} - VF.x - VF.y = VF \\- VN.y = VN \end{cases}
generar lista: Polinomio de grado cuatro completo de 5 terminos,SUM VD MUL VD x E MUL VD POW x 2 E MUL VD POW x 3 E MUL VD POW x 4 E E
"generar lista: Polinomio de grado 5, números complejos con parte real y parte imaginaria, 6 términos",SUM VC MUL VC x E MUL VC POW x 2 E MUL VC POW x 3 E MUL VC POW x 4 E MUL VC POW x 5 E E
